Original Section,Requirement ID,Requirement Summary,Attempted?,Status,Evidence Obtained,Evidence Location,Evidence Timestamp,Authoritative Source,Result,Missing Part,Reason Missing,Severity of Missing Work,Can ChatGPT Complete Later?,Needs Cursor Follow-up?,Needs Market Hours?,Needs Human Action?,Recommended Next Step,Reason Code
1,R1.14,Read remote main: cloud-run-auto-deploy.yml,YES,DONE_AND_EVIDENCED,exported from origin/main @ c763ecf048478842688373cf674eb56a7dc04aa9,scratch authority exports / gh,2026-08-16T06:25:01Z,CURRENT_GITHUB_MAIN,read before conclusions,,,,NO,NO,NO,NO,Re-read if main moves,
1,R1.15,Read remote main: system3_iam_baseline.json,YES,DONE_AND_EVIDENCED,exported from origin/main @ c763ecf048478842688373cf674eb56a7dc04aa9,scratch authority exports / gh,2026-08-16T06:25:01Z,CURRENT_GITHUB_MAIN,read before conclusions,,,,NO,NO,NO,NO,Re-read if main moves,
1,R1.16,Inspect main SHA / open PRs / P0P1 issues / Actions,YES,DONE_AND_EVIDENCED,gh pr list; issue188; run list,15_EVIDENCE_INDEX.md,2026-08-16T06:25:01Z,GitHub,recorded,Did not deep-triage every open PR body,TIME_BUDGET_LIMITATION,P2,YES,YES,NO,NO,Sample P0/P1 PR bodies if needed,TIME_BUDGET_LIMITATION
1,R1.17,Do not begin with SYSTEM_STATE/CHANGE_LOG/reports as authority,YES,DONE_PARTIAL,Authority docs + live first; SYSTEM_STATE peeked early then marked historical,01_EXECUTIVE_VERDICT.md,2026-08-16T06:25:01Z,policy,historical classified,Early session peek before full authority read,TEMPORAL process slip then corrected,P2,YES,NO,NO,NO,Keep historical labels,STALE_EVIDENCE_REJECTED
2,R2.1,GitHub remote main is source authority,YES,DONE_AND_EVIDENCED,worktree @ c763ecf048478842688373cf674eb56a7dc04aa9,00_MANIFEST.json,2026-08-16T06:25:01Z,GitHub,matched audit-time main,QC note: main now 41f7a80cf0c31711f4c26d46fdc0e3f26fc6a311,main advanced after audit,P1,YES,YES,NO,NO,Re-diff main if remediating,OTHER: main moved post-audit; audit pin remains historical
2,R2.2,GCP production runtime authority,YES,DONE_AND_EVIDENCED,gcloud describe + deploy/info,04_GCP; live_api,2026-08-16T06:25:01Z,GCP,a48e7b3c7c086a21352f718355d1c12d4a48955b,,,,NO,NO,NO,NO,,
2,R2.3,Local checkout not production truth,YES,DONE_AND_EVIDENCED,local was 599 behind; used worktree,00_MANIFEST,2026-08-16T06:25:01Z,Git,isolated,,,,NO,NO,NO,NO,,
2,R2.4,Local browser classified LOCAL_NON_PRODUCTION,YES,DONE_AND_EVIDENCED,Playwright targeted production URL,lane_a_ui,2026-08-16T06:25:01Z,GCP URL,production,,,,NO,NO,NO,NO,,
3,R3.1,Record AUDIT_REQUEST_START UTC/IST,YES,DONE_AND_EVIDENCED,manifest,00_MANIFEST.json,2026-08-16T06:25:01Z,audit,recorded,,,,NO,NO,NO,NO,,
3,R3.2,New evidence after audit start for live claims,YES,DONE_AND_EVIDENCED,API+browser after start,live_api; scorecard,2026-08-16T06:25:01Z,GCP,fresh,,,,NO,NO,NO,NO,,
3,R3.3,Serving SHA via /api/deploy/info start+end,YES,DONE_AND_EVIDENCED,deploy_info_start/end same SHA,lane_a_ui/deploy_info_*.json,2026-08-16T06:25:01Z,GCP,a48e7b3c7c086a21352f718355d1c12d4a48955b,,,,NO,NO,NO,NO,,
3,R3.4,Reject if serving SHA changes mid-capture,YES,DONE_AND_EVIDENCED,stable a48e7b3,00_MANIFEST serving_sha_stable,2026-08-16T06:25:01Z,GCP,stable,,,,NO,NO,NO,NO,,
3,R3.5,Never promote reports/latest as current,YES,DONE_PARTIAL,used scratch+live; handoff referenced historical handoff file carefully,01_EXECUTIVE,2026-08-16T06:25:01Z,policy,mostly compliant,Some prior session handoff mentioned as HISTORICAL,,P3,YES,NO,NO,NO,,STALE_EVIDENCE_REJECTED
4,R4.1,Safety: ANALYZE_MODE,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
4,R4.2,Safety: LIVE_TRADING=0,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
4,R4.3,Safety: no orders,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
4,R4.4,Safety: no secret payloads,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
4,R4.5,Safety: no SM payload,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
4,R4.6,Safety: no SA key gen,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
4,R4.7,Safety: no billing change,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
4,R4.8,Safety: no repeated mint,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
4,R4.9,Safety: no restart-to-fix,YES,DONE_AND_EVIDENCED,manifest safety + live API live=false,00_MANIFEST; api_broker_status,2026-08-16T06:25:01Z,GCP+policy,honored,,,,NO,NO,NO,NO,,MUTATION_FORBIDDEN_BY_SAFETY
5,R5.1,Independent lanes A-G,YES,DONE_AND_EVIDENCED,A playwright B wiring C GCP D/E/F explore G adversarial in QC,14_; lane_* FINDINGS,2026-08-16T06:25:01Z,agents,executed,Lane G formal adversarial mostly in this QC pass,TIME_BUDGET_LIMITATION,P2,YES,YES,NO,NO,Keep multi-lane for remediations,TIME_BUDGET_LIMITATION
5,R5.2,Two evidence classes for important findings,YES,DONE_PARTIAL,many P0/P1 dual-classed; not all,14_MULTI_AGENT; 00_MASTER,2026-08-16T06:25:01Z,mixed,partial,Some findings SINGLE_LANE_ONLY,INSUFFICIENT_EVIDENCE,P1,YES,YES,NO,NO,Re-observe single-lane items,INSUFFICIENT_EVIDENCE
5,R5.3,Do not create extra workflow,YES,DONE_AND_EVIDENCED,no new workflow added,PR242 file list,2026-08-16T06:25:01Z,GitHub,compliant,,,,NO,NO,NO,NO,,
6,R6.decision-intel.screenshot,Tab decision-intel: capture screenshot,YES,DONE_AND_EVIDENCED,png in lane_a_ui local scratch not in git binaries,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.decision-intel.visible_text,Tab decision-intel: capture visible_text,YES,DONE_AND_EVIDENCED,*.txt + scorecard excerpt,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.decision-intel.utc_ts,Tab decision-intel: capture utc_ts,YES,DONE_AND_EVIDENCED,scorecard capture_utc,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.decision-intel.ist_ts,Tab decision-intel: capture ist_ts,YES,DONE_AND_EVIDENCED,scorecard capture_ist,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.decision-intel.active_tab,Tab decision-intel: capture active_tab,YES,DONE_AND_EVIDENCED,URL ?tab=,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.decision-intel.semantic_state,Tab decision-intel: capture semantic_state,YES,DONE_PARTIAL,markers only; not full taxonomy per card,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,markers only; not full taxonomy per card,markers only; not full taxonomy per card,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.api_compare,Tab decision-intel: capture api_compare,YES,DONE_PARTIAL,global APIs; not per-tab deep diff,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,global APIs; not per-tab deep diff,global APIs; not per-tab deep diff,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.console_errors,Tab decision-intel: capture console_errors,YES,DONE_AND_EVIDENCED,0 console errors recorded,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.decision-intel.network_errors,Tab decision-intel: capture network_errors,YES,DONE_PARTIAL,api_statuses sampled; not full HAR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,api_statuses sampled; not full HAR,api_statuses sampled; not full HAR,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.freshness,Tab decision-intel: capture freshness,YES,DONE_PARTIAL,chain age on chain tab; not all tabs,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,chain age on chain tab; not all tabs,chain age on chain tab; not all tabs,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.provenance,Tab decision-intel: capture provenance,YES,DONE_PARTIAL,proven on chain; not every tab,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,proven on chain; not every tab,proven on chain; not every tab,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.empty_loading,Tab decision-intel: capture empty_loading,YES,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,WAITING markers; incomplete empty-state taxonomy,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.visual_defect,Tab decision-intel: capture visual_defect,NO,NOT_DONE,no structured visual defect list with screenshots in PR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,no structured visual defect list with screenshots in PR,no structured visual defect list with screenshots in PR,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.decision-intel.wiring_trace,Tab decision-intel: capture wiring_trace,YES,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,tab_api_map.csv covers major; not every widget,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.backend_endpoint,Tab decision-intel: capture backend_endpoint,YES,DONE_PARTIAL,mapped in lane B,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,mapped in lane B,mapped in lane B,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.frontend_component,Tab decision-intel: capture frontend_component,YES,DONE_AND_EVIDENCED,Sidebar/App map,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.decision-intel.recommended_correction,Tab decision-intel: capture recommended_correction,YES,DONE_PARTIAL,waves in 12_; not per-tab complete,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,waves in 12_; not per-tab complete,waves in 12_; not per-tab complete,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.decision-intel.mobile_responsive,Tab decision-intel: capture mobile_responsive,NO,NOT_DONE,desktop 1440 only,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,desktop 1440 only,desktop 1440 only,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.truth.screenshot,Tab truth: capture screenshot,YES,DONE_AND_EVIDENCED,png in lane_a_ui local scratch not in git binaries,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.truth.visible_text,Tab truth: capture visible_text,YES,DONE_AND_EVIDENCED,*.txt + scorecard excerpt,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.truth.utc_ts,Tab truth: capture utc_ts,YES,DONE_AND_EVIDENCED,scorecard capture_utc,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.truth.ist_ts,Tab truth: capture ist_ts,YES,DONE_AND_EVIDENCED,scorecard capture_ist,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.truth.active_tab,Tab truth: capture active_tab,YES,DONE_AND_EVIDENCED,URL ?tab=,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.truth.semantic_state,Tab truth: capture semantic_state,YES,DONE_PARTIAL,markers only; not full taxonomy per card,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,markers only; not full taxonomy per card,markers only; not full taxonomy per card,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.truth.api_compare,Tab truth: capture api_compare,YES,DONE_PARTIAL,global APIs; not per-tab deep diff,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,global APIs; not per-tab deep diff,global APIs; not per-tab deep diff,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.truth.console_errors,Tab truth: capture console_errors,YES,DONE_AND_EVIDENCED,0 console errors recorded,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.truth.network_errors,Tab truth: capture network_errors,YES,DONE_PARTIAL,api_statuses sampled; not full HAR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,api_statuses sampled; not full HAR,api_statuses sampled; not full HAR,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.truth.freshness,Tab truth: capture freshness,YES,DONE_PARTIAL,chain age on chain tab; not all tabs,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,chain age on chain tab; not all tabs,chain age on chain tab; not all tabs,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.truth.provenance,Tab truth: capture provenance,YES,DONE_PARTIAL,proven on chain; not every tab,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,proven on chain; not every tab,proven on chain; not every tab,P2,YES,YES,YES,NO,Re-capture during market hours if freshness claim,INSUFFICIENT_EVIDENCE
6,R6.truth.empty_loading,Tab truth: capture empty_loading,YES,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,WAITING markers; incomplete empty-state taxonomy,WAITING markers; incomplete empty-state taxonomy,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.truth.visual_defect,Tab truth: capture visual_defect,NO,NOT_DONE,no structured visual defect list with screenshots in PR,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,no structured visual defect list with screenshots in PR,no structured visual defect list with screenshots in PR,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.truth.wiring_trace,Tab truth: capture wiring_trace,YES,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,tab_api_map.csv covers major; not every widget,tab_api_map.csv covers major; not every widget,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.truth.backend_endpoint,Tab truth: capture backend_endpoint,YES,DONE_PARTIAL,mapped in lane B,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,mapped in lane B,mapped in lane B,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.truth.frontend_component,Tab truth: capture frontend_component,YES,DONE_AND_EVIDENCED,Sidebar/App map,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.truth.recommended_correction,Tab truth: capture recommended_correction,YES,DONE_PARTIAL,waves in 12_; not per-tab complete,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,waves in 12_; not per-tab complete,waves in 12_; not per-tab complete,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
6,R6.truth.mobile_responsive,Tab truth: capture mobile_responsive,NO,NOT_DONE,desktop 1440 only,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,NOT_DONE,desktop 1440 only,desktop 1440 only,P2,YES,YES,NO,NO,Complete missing evidence category,TIME_BUDGET_LIMITATION
6,R6.genesis.screenshot,Tab genesis: capture screenshot,YES,DONE_AND_EVIDENCED,png in lane_a_ui local scratch not in git binaries,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.genesis.visible_text,Tab genesis: capture visible_text,YES,DONE_AND_EVIDENCED,*.txt + scorecard excerpt,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.genesis.utc_ts,Tab genesis: capture utc_ts,YES,DONE_AND_EVIDENCED,scorecard capture_utc,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.genesis.ist_ts,Tab genesis: capture ist_ts,YES,DONE_AND_EVIDENCED,scorecard capture_ist,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.genesis.active_tab,Tab genesis: capture active_tab,YES,DONE_AND_EVIDENCED,URL ?tab=,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_AND_EVIDENCED,,,,YES,NO,NO,NO,Complete missing evidence category,
6,R6.genesis.semantic_state,Tab genesis: capture semantic_state,YES,DONE_PARTIAL,markers only; not full taxonomy per card,02_LIVE_UI_22_TAB_SCORECARD.csv; lane_a_ui,2026-08-16T06:25:01Z,LIVE_BROWSER,DONE_PARTIAL,markers only; not full taxonomy per card,markers only; not full taxonomy per card,P2,YES,YES,NO,NO,Complete missing evidence category,INSUFFICIENT_EVIDENCE
