File_Path,Domain_Category,Component_Type,Is_Active,Associated_API_Route_Or_Job,SHA_Provenance,Notes_And_Diagnostics
audit_6c08cadc-a6cf-46e2-96ad-932ec6f0cdfd_20260829T122940Z/api_backtests.json,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 3075 bytes | Head SHA: 4756f5a0e
core/engine/dhan_synthetic_backtester.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 22721 bytes | Head SHA: 4756f5a0e
core/engine/system3_phase280_strategy_backtester.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 3595 bytes | Head SHA: 4756f5a0e
core/engine/system3_phase383_ultra_backtest_sampler.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 10438 bytes | Head SHA: 4756f5a0e
dashboard/backend/backtest_service.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 5623 bytes | Head SHA: 4756f5a0e
dashboard/backend/backtesting.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 8509 bytes | Head SHA: 4756f5a0e
dashboard/backend/live_simulation_service.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 4691 bytes | Head SHA: 4756f5a0e
dashboard/frontend/src/components/Backtest.tsx,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 6311 bytes | Head SHA: 4756f5a0e
dashboard/frontend/src/components/LiveSimulation.tsx,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 9805 bytes | Head SHA: 4756f5a0e
docs/LIVE_SIMULATION_MONITORING_GUIDE.md,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 8311 bytes | Head SHA: 4756f5a0e
docs/system3_autorun_simulation_report.md,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 1534 bytes | Head SHA: 4756f5a0e
reports/latest/backend_live_simulation/summary.json,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 502 bytes | Head SHA: 4756f5a0e
reports/latest/backend_live_simulation/summary.md,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 315 bytes | Head SHA: 4756f5a0e
reports/latest/recent_backtest_walkforward_proof/README.md,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 320 bytes | Head SHA: 4756f5a0e
reports/latest/recent_backtest_walkforward_proof/costed_walkforward_proof.json,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 7005 bytes | Head SHA: 4756f5a0e
reports/latest/recent_backtest_walkforward_proof/summary.json,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 7777 bytes | Head SHA: 4756f5a0e
scripts/inject_live_simulation_routes.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 4354 bytes | Head SHA: 4756f5a0e
scripts/monitor_live_simulation.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 11674 bytes | Head SHA: 4756f5a0e
scripts/pf_gated_backtest.py,Backtesting Engine,Institutional Simulation,Active,/api/backtest/results,4756f5a0e,Size: 12094 bytes | Head SHA: 4756f5a0e
config/dhan_automation_config.json,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 162 bytes | Head SHA: 4756f5a0e
core/broker/__init__.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 113 bytes | Head SHA: 4756f5a0e
core/brokers/__init__.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 0 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/__init__.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 176 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/broker_legacy.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 978 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/cloud_runtime_patch.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 21165 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/cloud_status_probe.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 17752 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/cloud_token_provider.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 8859 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/dhan_payload_normalizer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4779 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/dhan_readonly.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 28249 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/equity_fo_universe.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 11264 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/first_rejection_trace.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 2769 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/init_legacy.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 0 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/instruments.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4035 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/market_ltp.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 19698 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/preflight.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 1289 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/token_manager.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3483 bytes | Head SHA: 4756f5a0e
core/brokers/dhan/token_watchdog.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 891 bytes | Head SHA: 4756f5a0e
core/data_lake/dhan_5yr_history_downloader.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5212 bytes | Head SHA: 4756f5a0e
core/engine/build_dhan_training_dataset.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 8307 bytes | Head SHA: 4756f5a0e
core/engine/dhan_adaptive_volatility_map.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3689 bytes | Head SHA: 4756f5a0e
core/engine/dhan_alerting_system.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5143 bytes | Head SHA: 4756f5a0e
core/engine/dhan_auto_threshold_adjuster.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 10871 bytes | Head SHA: 4756f5a0e
core/engine/dhan_automation_config.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 925 bytes | Head SHA: 4756f5a0e
core/engine/dhan_blended_dataset_builder.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4436 bytes | Head SHA: 4756f5a0e
core/engine/dhan_blended_training_orchestrator_dryrun.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5452 bytes | Head SHA: 4756f5a0e
core/engine/dhan_blended_training_v3.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 11342 bytes | Head SHA: 4756f5a0e
core/engine/dhan_breakout_predictor.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4332 bytes | Head SHA: 4756f5a0e
core/engine/dhan_confidence_calibrator.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 11103 bytes | Head SHA: 4756f5a0e
core/engine/dhan_confidence_score_fusion.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3268 bytes | Head SHA: 4756f5a0e
core/engine/dhan_daily_auto_reports.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5130 bytes | Head SHA: 4756f5a0e
core/engine/dhan_daily_learning_digest.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4422 bytes | Head SHA: 4756f5a0e
core/engine/dhan_daily_learning_report.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5077 bytes | Head SHA: 4756f5a0e
core/engine/dhan_daily_pnl_summary.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6719 bytes | Head SHA: 4756f5a0e
core/engine/dhan_daily_report_generator.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 9009 bytes | Head SHA: 4756f5a0e
core/engine/dhan_dataset_merger_real_synth_v1.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6394 bytes | Head SHA: 4756f5a0e
core/engine/dhan_dynamic_sl_tp.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3837 bytes | Head SHA: 4756f5a0e
core/engine/dhan_enhanced_signal_scorer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4248 bytes | Head SHA: 4756f5a0e
core/engine/dhan_entry_optimizer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 2958 bytes | Head SHA: 4756f5a0e
core/engine/dhan_env_consistency_checker.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5110 bytes | Head SHA: 4756f5a0e
core/engine/dhan_execution_guardrail.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4073 bytes | Head SHA: 4756f5a0e
core/engine/dhan_execution_readiness_auditor.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5235 bytes | Head SHA: 4756f5a0e
core/engine/dhan_exit_optimizer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 10458 bytes | Head SHA: 4756f5a0e
core/engine/dhan_failure_point_predictor.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 7237 bytes | Head SHA: 4756f5a0e
core/engine/dhan_intraday_pnl_monitor.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5775 bytes | Head SHA: 4756f5a0e
core/engine/dhan_iv_estimator.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3941 bytes | Head SHA: 4756f5a0e
core/engine/dhan_latency_drift_observatory.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 7520 bytes | Head SHA: 4756f5a0e
core/engine/dhan_live_ai_signals.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 15574 bytes | Head SHA: 4756f5a0e
core/engine/dhan_live_ai_signals_v2.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3416 bytes | Head SHA: 4756f5a0e
core/engine/dhan_live_signals.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 9858 bytes | Head SHA: 4756f5a0e
core/engine/dhan_live_snapshot_reasoner.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4316 bytes | Head SHA: 4756f5a0e
core/engine/dhan_market_intelligence_dashboard.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3175 bytes | Head SHA: 4756f5a0e
core/engine/dhan_market_profile.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3967 bytes | Head SHA: 4756f5a0e
core/engine/dhan_market_regime_classifier.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 9560 bytes | Head SHA: 4756f5a0e
core/engine/dhan_market_warmup_scanner.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5453 bytes | Head SHA: 4756f5a0e
core/engine/dhan_microtrend_recognizer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 2682 bytes | Head SHA: 4756f5a0e
core/engine/dhan_misfire_classifier_v2.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6474 bytes | Head SHA: 4756f5a0e
core/engine/dhan_misfire_detector.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4652 bytes | Head SHA: 4756f5a0e
core/engine/dhan_monday_diagnostic.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4626 bytes | Head SHA: 4756f5a0e
core/engine/dhan_multi_resolution_labels.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 1972 bytes | Head SHA: 4756f5a0e
core/engine/dhan_multi_timeframe_confirmation.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 9578 bytes | Head SHA: 4756f5a0e
core/engine/dhan_outcome_confidence_analyzer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5175 bytes | Head SHA: 4756f5a0e
core/engine/dhan_outcome_placeholder_generator.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4654 bytes | Head SHA: 4756f5a0e
core/engine/dhan_overtrade_detector.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3460 bytes | Head SHA: 4756f5a0e
core/engine/dhan_performance_consistency_checker.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 7246 bytes | Head SHA: 4756f5a0e
core/engine/dhan_pnl_dummy_seed.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 2661 bytes | Head SHA: 4756f5a0e
core/engine/dhan_pnl_simulator.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6130 bytes | Head SHA: 4756f5a0e
core/engine/dhan_premium_spot_classifier.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3600 bytes | Head SHA: 4756f5a0e
core/engine/dhan_real_data_capture_starter.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3370 bytes | Head SHA: 4756f5a0e
core/engine/dhan_real_data_extractor.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5143 bytes | Head SHA: 4756f5a0e
core/engine/dhan_real_master_dataset.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 18784 bytes | Head SHA: 4756f5a0e
core/engine/dhan_real_outcome_logger.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4998 bytes | Head SHA: 4756f5a0e
core/engine/dhan_real_signal_collector_v2.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5570 bytes | Head SHA: 4756f5a0e
core/engine/dhan_real_threshold_reco_v3.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 7532 bytes | Head SHA: 4756f5a0e
core/engine/dhan_real_threshold_recommender.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6271 bytes | Head SHA: 4756f5a0e
core/engine/dhan_report_scheduler.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 2393 bytes | Head SHA: 4756f5a0e
core/engine/dhan_risk_event_scanner.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 2848 bytes | Head SHA: 4756f5a0e
core/engine/dhan_risk_profile_optimizer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 4745 bytes | Head SHA: 4756f5a0e
core/engine/dhan_risk_profile_optimizer_v3.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6038 bytes | Head SHA: 4756f5a0e
core/engine/dhan_rolling_learning_dashboard.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6569 bytes | Head SHA: 4756f5a0e
core/engine/dhan_safety_checks.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5778 bytes | Head SHA: 4756f5a0e
core/engine/dhan_safety_layer_v3.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5467 bytes | Head SHA: 4756f5a0e
core/engine/dhan_signal_outcome_analyzer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 8050 bytes | Head SHA: 4756f5a0e
core/engine/dhan_signal_quality_meter.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3109 bytes | Head SHA: 4756f5a0e
core/engine/dhan_signal_record_buffer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3607 bytes | Head SHA: 4756f5a0e
core/engine/dhan_strategy_optimizer.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 8051 bytes | Head SHA: 4756f5a0e
core/engine/dhan_threshold_tuner.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 12827 bytes | Head SHA: 4756f5a0e
core/engine/dhan_trade_config.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 673 bytes | Head SHA: 4756f5a0e
core/engine/dhan_trade_decision.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 8821 bytes | Head SHA: 4756f5a0e
core/engine/dhan_trade_executor.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5061 bytes | Head SHA: 4756f5a0e
core/engine/dhan_trade_lifecycle_logger.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3395 bytes | Head SHA: 4756f5a0e
core/engine/dhan_trade_rules.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 5698 bytes | Head SHA: 4756f5a0e
core/engine/dhan_trade_validator_v2.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3721 bytes | Head SHA: 4756f5a0e
core/engine/dhan_ultra_dashboard_readonly.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 7402 bytes | Head SHA: 4756f5a0e
core/engine/dhan_ultra_health_tree.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 7741 bytes | Head SHA: 4756f5a0e
core/engine/dhan_ultra_mode_readiness_report.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6435 bytes | Head SHA: 4756f5a0e
core/engine/dhan_ultramode_prep.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 6009 bytes | Head SHA: 4756f5a0e
core/engine/dhan_unified_outcome_logger_v3.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 7630 bytes | Head SHA: 4756f5a0e
core/engine/dhan_volatility_detector.py,Broker Gateway & Ingestion,Dhan Connector / Rotator,Active,"/api/broker/status, genesis-system3-dhan-token-rotate",4756f5a0e,Size: 3238 bytes | Head SHA: 4756f5a0e
